Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Cabin_Missing_Indicator,z_score_age,z_score_fare
second,male,34.0,1,0,21.0,Missing,S,True,0.34639438042624204,-0.2229436415522019
third,male,48.0,0,0,7.8542,Missing,S,True,1.423789531029951,-0.4758957110396884
third,male,28.0,0,0,7.8958,Missing,S,True,-0.11534639840391894,-0.47509524198564224
third,male,24.0,2,0,24.15,Missing,S,True,-0.42317358429069296,-0.16233120116169067
second,female,17.0,0,0,12.0,Missing,C,True,-0.9618711595925474,-0.39612204266794826
first,female,38.0,1,0,64.3625,C85,C,False,0.6542215663130161,0.7446098580948435
third,male,29.498846153846156,0,0,7.2292,Missing,C,True,2.734054635016516e-16,-0.4879219888949486
third,male,40.0,0,0,7.8958,Missing,S,True,0.8081351592564031,-0.47509524198564224
third,male,22.0,0,0,9.0,Missing,S,True,-0.57708717723408,-0.453848176373197
third,female,2.0,0,1,10.4625,G6,S,False,-2.1162231066679498,-0.4257066861918883
first,male,28.0,1,0,64.3625,Missing,C,True,-0.11534639840391894,0.9541076183334756
third,male,18.0,0,0,7.75,Missing,S,True,-0.8849143631208539,-0.47790073208371736
third,male,28.0,0,0,22.525,Missing,S,True,-0.11534639840391894,-0.1935995235853671
second,female,19.0,0,0,26.0,Missing,S,True,-0.8079575666491604,-0.12673341871012056
third,male,29.498846153846156,0,0,8.05,Missing,S,True,2.734054635016516e-16,-0.47212811871319244
first,female,60.0,1,0,64.3625,D37,C,False,2.347271088690273,0.8209372762843803
third,male,20.0,0,0,7.8542,Missing,S,True,-0.7310007701774669,-0.4758957110396884
first,male,45.0,0,0,35.5,T,S,False,1.1929191416148706,0.05606600468983392
third,female,29.498846153846156,0,0,8.05,Missing,S,True,2.734054635016516e-16,-0.47212811871319244
second,female,24.0,0,0,13.0,F33,S,False,-0.42317358429069296,-0.376879998099532
third,male,29.498846153846156,0,0,7.75,F38,Q,False,2.734054635016516e-16,-0.47790073208371736
third,female,29.498846153846156,1,0,15.5,Missing,Q,True,2.734054635016516e-16,-0.3287748866784913
third,male,39.0,1,5,31.275,Missing,S,True,0.7311783627847096,-0.025231633611724816
third,female,26.0,0,0,7.8542,Missing,S,True,-0.26925999134730594,-0.4758957110396884
second,female,24.0,2,1,27.0,Missing,S,True,-0.42317358429069296,-0.1074913741417043
second,female,36.0,0,0,13.0,Missing,S,True,0.5003079733696291,-0.376879998099532
first,male,37.0,0,1,29.7,C118,C,False,0.5772647698413226,-0.05553785380698041
first,female,29.498846153846156,0,1,55.0,E33,S,False,2.734054635016516e-16,0.43128587377395106
second,male,28.0,0,0,10.5,Missing,S,True,-0.11534639840391894,-0.4249851095205726
third,male,19.0,0,0,7.8958,Missing,S,True,-0.8079575666491604,-0.47509524198564224
third,male,43.0,0,0,6.45,Missing,S,True,1.0390055486714835,-0.5029153900226585
first,male,25.0,1,0,64.3625,B49,C,False,-0.34621678781899945,1.125523448166755
third,male,47.0,0,0,9.0,Missing,S,True,1.3468327345582576,-0.453848176373197
first,female,16.0,0,0,64.3625,B79,S,False,-1.038827956064241,1.0374102776790632
second,male,0.83,1,1,18.75,Missing,S,True,-2.2062625585398314,-0.2662382418311385
third,male,22.0,0,0,7.125,Missing,S,True,-0.57708717723408,-0.48992700993897753
third,male,19.0,0,0,7.8958,Missing,S,True,-0.8079575666491604,-0.47509524198564224
second,male,28.0,0,0,13.5,Missing,S,True,-0.11534639840391894,-0.36725897581532385
third,male,14.0,4,1,39.6875,Missing,S,True,-1.1927415490076279,0.13664206632007703
third,male,36.0,0,0,7.8958,Missing,S,True,0.5003079733696291,-0.47509524198564224
first,male,29.0,0,0,30.0,D6,S,False,-0.03838960193222544,-0.04976524043645552
third,male,42.0,0,0,7.65,F G63,S,False,0.96204875219979,-0.479824936540559
first,male,29.498846153846156,0,0,52.0,A14,S,False,2.734054635016516e-16,0.37355974006870224
first,male,27.0,0,0,64.3625,D49,C,False,-0.19230319487561243,0.8494001086099818
third,male,29.0,0,0,7.75,Missing,Q,True,-0.03838960193222544,-0.47790073208371736
second,female,5.0,1,2,27.75,Missing,S,True,-1.8853527172528695,-0.09305984071539211
third,female,22.0,0,0,9.8375,Missing,S,True,-0.57708717723408,-0.43773296404714845
third,male,29.498846153846156,0,0,7.75,Missing,Q,True,2.734054635016516e-16,-0.47790073208371736
second,female,30.0,0,0,13.0,Missing,S,True,0.038567194539468067,-0.376879998099532
first,male,62.0,0,0,26.55,C87,S,False,2.50118468163366,-0.11615029419749161
second,male,34.0,0,0,13.0,D56,S,False,0.34639438042624204,-0.376879998099532
third,male,28.0,0,0,7.8958,Missing,S,True,-0.11534639840391894,-0.47509524198564224
third,male,29.498846153846156,0,0,7.75,Missing,Q,True,2.734054635016516e-16,-0.47790073208371736
third,male,44.0,0,1,16.1,Missing,S,True,1.115962345143177,-0.3172296599374415
third,female,45.0,0,0,7.75,Missing,S,True,1.1929191416148706,-0.47790073208371736
second,male,19.0,0,0,13.0,Missing,S,True,-0.8079575666491604,-0.376879998099532
second,male,18.0,0,0,64.3625,Missing,S,True,-0.8849143631208539,0.7872636982896519
third,male,31.0,0,0,7.775,Missing,S,True,0.11552399101116156,-0.477419680969507
second,male,29.498846153846156,0,0,0.0,Missing,S,True,2.734054635016516e-16,-0.6270265774889434
third,male,21.0,0,0,7.25,Missing,S,True,-0.6540439737057735,-0.4875217543679255
second,male,25.0,0,0,13.0,Missing,S,True,-0.34621678781899945,-0.376879998099532
third,male,32.0,0,0,8.3625,Missing,S,True,0.19248078748285508,-0.4661149797855624
second,male,30.0,1,0,24.0,Missing,C,True,0.038567194539468067,-0.1652175078469531
third,male,40.0,0,0,7.225,Missing,C,True,0.8081351592564031,-0.48800280548213587
third,male,33.0,0,0,7.8958,Missing,C,True,0.2694375839545486,-0.47509524198564224
third,male,36.0,0,0,7.4958,Missing,S,True,0.5003079733696291,-0.48279205981300877
first,female,47.0,1,1,52.5542,D35,S,False,1.3468327345582576,0.38422368116851857
second,male,34.0,1,0,26.0,Missing,S,True,0.34639438042624204,-0.12673341871012056
third,male,19.0,0,0,8.05,Missing,S,True,-0.8079575666491604,-0.47212811871319244
third,male,29.498846153846156,0,0,8.05,Missing,S,True,2.734054635016516e-16,-0.47212811871319244
second,female,50.0,0,0,10.5,Missing,S,True,1.5777031239733381,-0.4249851095205726
third,female,29.498846153846156,2,0,23.25,Missing,Q,True,2.734054635016516e-16,-0.17964904127326528
third,male,29.498846153846156,1,0,7.75,Missing,Q,True,2.734054635016516e-16,-0.47790073208371736
second,male,29.498846153846156,0,0,0.0,Missing,S,True,2.734054635016516e-16,-0.6270265774889434
third,male,29.498846153846156,0,0,8.05,Missing,S,True,2.734054635016516e-16,-0.47212811871319244
third,male,35.0,0,0,8.05,Missing,S,True,0.42335117689793555,-0.47212811871319244
second,male,35.0,0,0,26.0,Missing,S,True,0.42335117689793555,-0.12673341871012056
first,female,18.0,1,0,64.3625,C62 C64,C,False,-0.8849143631208539,3.7510196129399667
third,female,16.0,5,2,46.9,Missing,S,True,-1.038827956064241,0.2754253127697793
third,female,21.0,0,0,7.65,Missing,S,True,-0.6540439737057735,-0.479824936540559
first,male,29.498846153846156,0,0,31.0,Missing,S,True,2.734054635016516e-16,-0.030523195868039258
third,male,41.0,2,0,14.1083,Missing,S,True,0.8850919557280966,-0.35555404010435626
first,female,14.0,1,2,64.3625,B96 B98,S,False,-1.1927415490076279,1.6820187707210081
first,male,21.0,0,1,64.3625,D26,S,False,-0.6540439737057735,0.8601429420925284
